App,Developer,Type,Rates,Downloads+,Last_reviews
Abundancia Reto,Metta Apps,Estilo de vida,4.5,100000,Esta es la 5 vez que la instalo. Y la verdad me funciona muy bien. Me ha hecho conectarme con una parte mia no trabajada. Sumamente agradecida que haya gente del bien compartiendo tanta sabiduria.
"Diarize - diario, motivación. Desarrollo personal",DV Production,Estilo de vida,4.6,100000,"Me encanta, muy sencillo de agregar logros y rutinas, estética sencilla y bonita que no sobrecarga y adoro los animales que uno va logrando. Ya soy un koala :) La mejor app de logros que hay."
Autoayuda y Superación Libro 2,ImagenParaWeb,Estilo de vida,4.6,10000,Muy buena app
Fabulous: ¡Motívame!,TheFabulous,Salud y bienestar,4.5,5000000,"Me ha ayudado mucho en este tiempo de cuarentena, inicias con hábitos sencillos y poco a poco se van haciendo una rutina muy completa. No le doy 5 estrellas porque hay algunas partes mal traducidas, porque a veces se buggea con los recordatorios y porque me adelanta las acciones del día siguiente po...Opinión completa"
"Goalmap: motivación, bienestar, metas personales",GOALMAP,Productividad,3.3,100000,"Por favor especifiquen en la descripción los idiomas disponibles, se ve bien, pero aun no esta en español y muero por probarla."
Desarrollo Personal,PachaStudio,Estilo de vida,2.8,1000,no carga el contenido no lo instalen es una basura
Frases de la Vida y Motivación,Work apps for you,Entretenimiento,4.9,50000,Muy buena aplicacion. Excelentes los mensajes e imagenes sin exagerar ni estar muy recargadas. Los felicito por la buena idea y el excelente trabajo de seleccion que realizan. Sigan adelante...exito!!!.
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,La primera autoevaluación estuvo bien atinada. Me parece un tipo de aplicación necesaria.
Mindvalley: Learn and Evolve from the best courses,Mindvalley Inc.,Salud y bienestar,4.6,500000,"La sensación de bienestar que se experimenta durante el curso es grandiosa.. utilizar las herramientas, hacer las actividades te mantienen despierto o consciente durante el día. Es como estar conectado contigo todo el tiempo, como estar presente aquí y ahora. La sensación de que puedes lograr tus me...Opinión completa"
Motivación Diaria: Una frase motivacional por día,Meta Priori,Estilo de vida,4.4,100000,Me encantan las frases. Yo tengo mi perfil empresarial en Instagram y me ayuda mucho en mis publicaciones. Lo malo es que esta limitado a menos que pagues y en estos tiempos hay que cuidar el 💰
Autoayuda y Superación Libro 4,ImagenParaWeb,Estilo de vida,4.6,10000,Me encanta me ayudado ver mi vida desde otra perspectiva también he notado los cambios en la vida diaria con tan solo un pensamiento positivo excelente me encanta esta app ya lo terminé de leer pero no lo desinstalare porque me gustaría seguir leyendolo para recordarme paso a paso lo que deberia hac...Opinión completa
💎 Mentes Millonarias y Superacion Personal,CodeSmart,Estilo de vida,4.8,100000,"La mejor App que conocí en años. Súper completa y con un enfoque muy profesional. Tiene de todo, audiolibros, pdf y un montón de cosas que no se pueden enumerar por su abundancia. Si quieres entretenerte y aprender con una App de calidad, esta es la indicada, descargala que no te vas a arrepentir. F...Opinión completa"
Autoayuda y Superación Libro 3,ImagenParaWeb,Libros y obras de consulta,4.7,1000,👍👍👍👍
Desarrollo Personal y Financiero para Emprender,Súper Apps,Educación,4.5,100000,"Amo la aplicación!😍 al principio pense que sería una perdida de tiempo, pero cuando vi el contenido y lo fui practicando , fui mejorando y me volví adicta a esta app , me ayuda demasiado , de verdad la recomiendo!!!!💖😍"
Educación Financiera y Superación Personal,IncreBooks,Libros y obras de consulta,2.9,5000,Es muy bueno me habre mi mente mas y me alcanse mis meta
Curvas de Crecimiento Infantil,"ABQ App Source, LLC",Medicina,4.8,100000,"Puedo controlar fácilmente el desarrollo de mi hijo y estar atento a cualquier cambio que pueda afectar su normalidad. Es una muy buena app. Tiene las curvas de crecimiento, las tablas y los índices muy claros. Me gusta."
Libros de Motivación Personal Gratis📚Superación💪,Grupo StarkApp,Libros y obras de consulta,4.6,5000,Excelente todo los libros aunque apenas empiezo a leerlos en el título veo eso que busco Gracias por ponerlos al alcance de todos Felicidades por tan buena aplicación
Desarrollo Personal y Financiero para Emprender,Súper Apps,Educación,4.5,100000,Muy buena e aprendido a ser diferente en varios actividades y actitudes en mi vida.
PNL y Coaching Técnicas Gratis,Patoleconteapp,Estilo de vida,3.7,50000,ya no se pueden escuchar los audios arreglenlo .
Fabulous: ¡Motívame!,TheFabulous,Salud y bienestar,4.5,5000000,"Es la app más hermosa que he conocido realmente te ayuda a crear hábitos como un apoyo un amigo, lo hace cada día, es súper completa, desde empezar de apoco para hacer hábitos felicitarte, recomendaciones, lecturas, clases de meditación super interactivas, música, de todo, la AMOOO, además pueden ha...Opinión completa"
Frases de la Vida y Motivación,Work apps for you,Entretenimiento,4.9,50000,"La aplicación está buena, pero me gustaría que los audios y las historias se pudieran compartir, hay muchas frases comunes y algunas algo modificadas. Pero por ser gratis, te ahorra andar buscando en Google , a la hora de querer poner un estado de WhatsApp."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Muy buenos artículos, diferentes temáticas, anteriormente recibía notificaciones sobre artículos de interés"
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,Excelente aplicacion me gusto mucho el contenido gracias
Como Ser Feliz,Wilson Castrillon,Estilo de vida,4.6,100000,"Es increíble, me está ayudando muchísimo. Me siento muchísimo mejor, conmigo misma y con la vida en general. Todavía voy por el sexto tema, pero es sorprendente lo que hacen estas palabras en una persona, o al menos en mí. Lo recomiendo totalmente, si estás mirando este comentario porque estás indec...Opinión completa"
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"Es una gran aplicación, me ha ayudado mucho ya que no suelo abrirme mucho a los demás. Me encantan los desafíos del día, son mi instrumento favorito. Es bastante relajante y muy seguro. En definitiva, es una aplicación muy buena y útil."
Quitzilla: Abandona los malos hábitos,despDev,Salud y bienestar,4.7,1000000,"La versión gratuita solo te permite rastrear dos habitos pero considero que si tiene muchos parámetros buenos, aunque un poco cara acceder a la versión premium. De igual manera agradezco que reducen al mínimo los comerciales molestos."
Autoayuda y Superación Libro 2,ImagenParaWeb,Estilo de vida,4.6,10000,El diseño de la app es horrible
Audios de Autoestima💪Motivación😄Superación❤️,DAVID B MARÍN,Educación,4.6,5000,Gracias david me he superado bastante personalmente gracias a tus videos consejo y tu exelente libro. De verdad que me jas cambiado la mentalidad.
Superación Personal,Gratis y Recomendada !,Estilo de vida,4.3,100000,"Y lo bueno que es gratis, muchas gracias por esta app, hay personas que tienen bajo el Ego, y una lectura como esta de vez en cuando hace bien, FELICIDADES."
Autoayuda y Superación Libro 3,ImagenParaWeb,Libros y obras de consulta,4.7,1000,Oj
PNL práctico,Metta Apps,Estilo de vida,4.4,100000,"Es una excelente aplicación, es una guía impresionante para los que recién ingresan en este mundo. Solo agregaría algo como parar hacer copias de seguridad, para poder guardar la info si cambias de teléfono."
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Es muy util para ayudarme a recordar las actividades que tengo que hacer en el dia, me ayuda a rstar enfocada y perseguir mis objetivos, además de tener muchas funciones para el usuario que te ayudan en tus actividades y en el enfoque de tu vida. Es una app genial."
Superación Personal,Gratis y Recomendada !,Estilo de vida,4.3,100000,Poniendo el cuidado y atención a lo escrito tiene mucho de verdad si yo me amo me respeto me cuido todo lo q me rodea estara bien no debemos dar paso a la obscuridad por qué esto con el paso del tiempo marchita nuestra alma.
Mindfulness Meditación guiada,Metta Apps,Estilo de vida,4.1,100000,Buenísima pero ya se me va acabando y no ponen cosas nuevas.... desde 2018 sin actualizar nada nuevo. Muy buena aplicación
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"Las meditaciones están muy bien, la voz es clara. Me gusta porque al final de la meditación da consejos para tu vida diaria. El problema es que solo hay gratis una semana de meditaciones diarias..."
El Éxito (21 pasos),Appsfantastic3001,Estilo de vida,4.7,100000,"Esta app me ayudó a seguir mis ideales, aunque ya sabía todos estos tips, 21 pasos para el éxito me enseñó como llevarlos a cabos, una app indispensable"
"Goalmap: motivación, bienestar, metas personales",GOALMAP,Productividad,3.3,100000,Es perfecta para darle seguimiento a tus objetivos. Me gusta su interfaz sencilla pero atractiva y es fácil de usar. Si tuviera alguna queja sería que la aplicación en sí no me lanza ninguna notificación de los recordatorios que tengo programados. Fuera de eso es perfecta
PNL y Coaching Técnicas Gratis,Patoleconteapp,Estilo de vida,3.7,50000,"Está bien lo que explican, no voy a quejarme de la publicidad, ya que la app es gratuita y de algo hay que cobrar, pero me quejo de que hay algun ejercicio y algún apartado como el de hazte Coach que no se ven, sale que la pagina no está disponible. Si lo pudieran subsanar gracias"
Coaching Personal,Metta Apps,Estilo de vida,4.2,100000,"La verdad me ha sorprendido esta aplicación, las preguntas son sumamente disparadoras y permiten generar procesos de reflexión muy buenos si estás dispuesto. Mejoraría la parte de crear seguimientos de tareas ya que el coaching nos permite cambiar nuestra situación actual: hacer más hincapié en las ...Opinión completa"
Coaching Personal PRO,Metta Apps,Estilo de vida,4.9,11000,Plantearte preguntas y auto responderse es un gran camino a la introspección y auto-desarrollo. un ejercicio que muchos debemos aprender junto a la meditación de manera asertiva 
💎 Mentes Millonarias y Superacion Personal,CodeSmart,Estilo de vida,4.8,100000,"Excelente. Felicitaciones !!! Muchas gracias. El único defecto que le encontré es que cuando salís de la aplicación no retoma el audiolibro en donde lo dejaste, lo demás es perfecto. Consulta donde o en que carpeta se guarda los audiolibros? Saludos."
Superación Personal en audios,Ledapp71,Comunicación,4.3,10000,No se puede adelantar o atrasar. La interfaz es obsoleta.
"Goalmap: motivación, bienestar, metas personales",GOALMAP,Productividad,3.3,100000,"tiene muy buena pinta, pero le falta una visión mensual de la evolución, para ver qué tal ha ido el mes, o la semana o el año, no sólo el dia a día. añadiría mensajes motivacionales en plan: ""llevas 3 dias consiguiendo tus objetivos!! tu puedes"", o cosas así. además, añadiría widget con esa evolució...Opinión completa"
Frases de la Vida y Motivación,Work apps for you,Entretenimiento,4.9,50000,"Me encanta,la recomiendo,es una app con Frases de la vida ,motivadoras,celebres y hasta pensamientos y historias que te hacen pensar,estaria bien que cada historia se pudiera compartir,no hay tantos anuncios como en otras aplicaciones de este tipo ,que cada vez que le das a un sitio ,anuncio. Esta s...Opinión completa"
Audios de Autoestima💪Motivación😄Superación❤️,DAVID B MARÍN,Educación,4.6,5000,Excelente aplicación tiene demasiado contenido de valor se merece las 5 estrellas sigan así
🧙 Aumenta tu Sabiduría 🧙,Nerv Apps,Estilo de vida,4.4,100000,No tengo palabras para expresar cuanto me gusta esta app. La verdad es que me ha ayudado mucho a comprender mis errores y remediarlos. Muchas gracias por crear esta applicación. Espero que me escriban y sobre todo que les alla gustado mi reseña. Es lo menos que puedo hacer después de todo el apoyo q...Opinión completa
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,Wau como la dañaron de verdad cuando yo la instale por primera vez me gusto toda la informacion que tenia ahora ya no la tiene como estaba antes estaba mejor yo la vi y dije la instalare despues y la usare para orar para la guerra espiritual y hoy la instale y no es la misma y estoy buscando otra ap...Opinión completa
Desarrollo Personal,PachaStudio,Estilo de vida,2.8,1000,"La publicidad sale muy bien pero lo demas nunca cargó, desintalada de una vez!"
Autoayuda y Superación Libro 2,ImagenParaWeb,Estilo de vida,4.6,10000,Leyendo...
Fabulous: ¡Motívame!,TheFabulous,Salud y bienestar,4.5,5000000,"Excepcional, aunque la membresía es costosa. Debería estar diferenciada por área geográfica según relación los ingresos (income), así sería más accesible y sería más rentable, porque el valor hora es distinto en EEUU, Norway, o Chile, si lo ajustarán según mercado tendrían un aumento significativo d...Opinión completa"
Mentalidad Emprendedora - Frases de Motivación,Wallpapers & Sounds Madness,Educación,4.1,100000,Excelente app. Realmente motivan a ser diferentes y éxitos. Felicitaciones a las mente brillantes que hicieron posible para que esta app esté en nuestras manos
