App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Al registrarte con la cuenta de Google o mediante usuario y contraseña, la app se congela, teniendo que borrar los datos de la app o desinstalarla y volverla a instalar para que vuelva a funcionar. Es un error que lleva bastante tiempo y actualización tras actualización no se corrige.","When you register with the Google account or by username and password, the app freezes, having to erase the data on the app or uninstall and reinstall it to get it working again. It is a mistake that takes a long time and update after update is not fixed."
Autoayuda y Superación Libro 4,ImagenParaWeb,Estilo de vida,4.6,10000,Mui  buenos consejos falta aplicarlos recomiendo  esta aplicacion,Many good tips need to be applied I recommend this application
Superación Personal - Librería,Libro Movil,Libros y obras de consulta,3.7,100000,Es mentira que me regalan un libro por semana Cuando busco el supuesto libro regalado me aparese con opción a compra Que mal,"It is a lie that they give me a book per week When I look for the supposed book given to me, I appear with the option to buy How bad"
Audios de Autoestima💪Motivación😄Superación❤️,DAVID B MARÍN,Educación,4.6,5000,"Es muy reciente el uso de la app, pero a comparación de otras app las voces no son saturadas al oído, gracias","The use of the app is very recent, but compared to other apps, the voices are not saturated in the ear, thanks"
Superación Personal,Gratis y Recomendada !,Estilo de vida,4.3,100000,Es alentador q haya personas q sin conocerlas te hagan el bien y otras teniéndolas tan cerca te hagan tanto mal,"It is encouraging that there are people who, without knowing them, do you good and others having them so close do you so badly."
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,"Cordial saludo. La aplicación ESTABA entre las mejores de su categoría, lamentablemente hice uso de la última actualización y PERDÍ temas que venía acumulando durante meses, su presentación gráfica desmejoró, incorporaron unos juegos que en nada tienen que ver con la temática. Existe una política en emprendimiento y en la línea del éxito: ""Lo que funciona no se cambia, se mejora"". Con todo respeto cometieron un gran error. No quiere decir que no puedan volver a corregir la aplicación. Gracias.","Cordial greeting. The application WAS among the best in its category, unfortunately I made use of the latest update and I LOST themes that had been accumulating for months, its graphic presentation improved, they incorporated some games that have nothing to do with the theme. There is a policy in entrepreneurship and in the line of success: ""What works does not change, it improves."" They respectfully made a big mistake. It does not mean that they cannot correct the application again. Thank you."
Libros de Motivación Personal Gratis📚Superación💪,Grupo StarkApp,Libros y obras de consulta,4.6,5000,Esta app realmente se enseña a ver las cosas de una manera pensante y pensar en positivo y proponerse con sus metas asta que sean exitos,This app really teaches you how to see things in a thinking way and think positive and set your goals until they are successful.
Educación Financiera y Superación Personal,IncreBooks,Libros y obras de consulta,2.9,5000,Cuando le doy a descargar un libro falla la aplicación y se cierra,When I give to download a book the application fails and closes
PNL y Coaching Técnicas Gratis,Patoleconteapp,Estilo de vida,3.7,50000,Por qué necesitan permiso a datos de llamada?,Why do they need permission to call data?
Desarrollo Personal y Financiero para Emprender,Súper Apps,Educación,4.5,100000,"Muy buena aplicación, gran aporte, pero también tiene muchas faltas de ortografía, debería cuidarse más ese aspecto pues la información es de calidad.","Very good application, great contribution, but it also has many misspellings, that aspect should be more careful because the information is of quality."
💎 Mentes Millonarias y Superacion Personal,CodeSmart,Estilo de vida,4.8,100000,"Excelente app, en serio la amo, la recomiendo cada vez que tengo oportunidad, me encanta, la tengo desde hace 2 años , solo le haría una corrección, me encantaría que cuando salga de la app y vuelva a entrar, pueda retomar los audio libros desde donde los dejé, porque siempre tengo que recordar por qué minuto iba cada vez que salgo de la app... PORFAVOR ESCUCHENME Y CORRIJAN ESO!!! excelente app ","Excellent app, I really love it, I recommend it every time I have an opportunity, I love it, I have had it for 2 years, I would only make a correction, I would love that when I leave the app and enter again, I can resume the audio books from where I left them, because I always have to remember what minute it was every time I left the app ... PLEASE LISTEN TO ME AND CORRECT THAT !!! excellent app"
Educación Financiera y Superación Personal,IncreBooks,Libros y obras de consulta,2.9,5000,excelente manejo en cuanto al tema de financiacion.,excellent handling in terms of financing.
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,"Me gusta mucho , muy interesante !!! Todos los dias me envian algo nuevo para leer , me abre la mente. Espero todos los dias para leerlo a la noche, me hace mucho bien.👌🏼💪","I like it very, very interesting !!! Every day they send me something new to read, it opens my mind. I wait every day to read it at night, it does me a lot of good."
🧙 Aumenta tu Sabiduría 🧙,Nerv Apps,Estilo de vida,4.4,100000,"Me parece una exelente app porque su contenido es muy bueno, sin embargo, le doy solo cuatro estrellas porque cada vez que entro a la app esta se cierra.. Espero reparen este problema, para dar 5 estrellas","I find it an excellent app because its content is very good, however, I only give it four stars because every time I enter the app it closes .. I hope they repair this problem, to give 5 stars"
Ser feliz Reto 30 días by Metta Apps,Metta Apps,Estilo de vida,4.0,100000,"Maravillosa aplicación!! Agradezco que la hayan hecho y haberla encontrado, me súper ayudó!!","Wonderful application !! I appreciate that they did it and found it, it really helped me !!"
🌟 Superación Personal Gratis y Meditación 🌟,CodeSmart,Estilo de vida,4.6,10000,"Excelente aplicación para la superación personal y el crecimiento, me nace del corazón felicitar a los autores de la aplicación, el logrado cambiar cosas increíbles en mi vida impulsado por la enseñanza encontrada en esta app. Bendiciones para los autores!","Excellent application for self-improvement and growth, it is from my heart to congratulate the authors of the application, for having managed to change incredible things in my life driven by the teaching found in this app. Blessings to the authors!"
El Éxito (21 pasos),Appsfantastic3001,Estilo de vida,4.7,100000,Exelente aplicacion los comentarios son muy facil de entender a sido de gran ayuda en mi persona x eso le doy las 5 estrellas,Excellent application the comments are very easy to understand has been a great help in my person x that I give it 5 stars
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,Soy sincero,I am honest
Educación Financiera y Superación Personal,IncreBooks,Libros y obras de consulta,2.9,5000,Genial...¡sin comentarios!,Great ... no comment!
"Autoestima, el verdadero amor",Metta Apps,Estilo de vida,4.2,100000,Me parece interesante el proyecto pero no pude reproducir los audios,I find the project interesting but I couldn't reproduce the audios
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Excelente app, primera vez que la utilizo y de verdad siento que está generando cambios en mí. Tiene muchas cosas que puedes hacer, cursos, graves motivacionales, diariamente me envían correos bastante buenos la verdad. Lo que más me encanta de la aplicación son los recordatorios que asisten en las notificaciones, los puedes personalizar y enserio ayudan mucho para que no olvides cuál es tu objetivo! Super recomendada","Excellent app, first time I use it and I really feel that it is generating changes in me. It has many things you can do, courses, motivational bass, they send me pretty good emails every day. What I love most about the application are the reminders that assist in notifications, you can customize them and they really help a lot so you do not forget what your goal is! Super recommended"
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Es una excelente aplicación para hacer un seguimiento de tus pensamientos diarios, cosa que te ayuda enormemente con tu crecimiento personal, bastante atractiva visualmente y muy intuitiva de utilizar, en mi caso 5 estrellas queda corto, recuerden que la aplicación no es Mágica, funciona porque ustedes tienen la voluntad de seguir a lo que está los ayuda ","It is an excellent application to keep track of your daily thoughts, which helps you greatly with your personal growth, visually quite attractive and very intuitive to use, in my case 5 stars falls short, remember that the application is not Magic, it works because you have the will to follow what is helping you"
