App,Developer,Type,Rates,Downloads+,Last_reviews
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Esta aplicación tiene un montón de herramientas muy útiles, tanto para los novatos como para los que llevan un tiempo meditando: un calendario para llevar un control de las sesiones, temporizadores, avisos, músicas muy relajantes, guías con voces que transmiten serenidad, pequeñas historias para profundizar en nuestros pensamientos... incluso unas pequeñas meditaciones de ""urgencia"" por si tenemos una crisis de nervios :-D Es cierto que la versión gratuíta sabe a poco, pero incluso así, vale la pena probar. Para mí ha sido todo un descubrimiento, y por fin he conseguido adquirir el hábito."
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Es mi primera vez probandola y me está gustando bastante, leí en algunas reseñas y por la misma aplicación que es gratis sólo por un tiempo limitado, me gustaría que no fuera así pero eso es imposible creo :(, después de eso todo bien con la app uwu."
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,"Me encanta, pero tengo un pequeño problema, es que esta todo en inglés. Alguien sabe como cambiarlo? Gracias"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,10000,"Emocionada fui a realizar el test luego de descargar la aplicación,pero nada se congela y no me permite hacer nada...que desalentador 😒 .."
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Me encanta esta app! Algunos de los transtornos que tienes que ver con ser antisocial y eso los tengo yo 😫. La app es muy informativa 👍👍👍
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Amo esta aplicación, me encanta. Pagué la suscripción anual y nunca pago por aplicaciones. Y ha valido la pena totalmente!!! Me gustan las temáticas y las voces de las meditaciones y amé lo más nuevo, música de Kigo, me encanta Kigo 😂. Muchas gracias 😊."
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,es perfecta pero le falta la opción de poder guardar otros años en la nube o algo así :( estuve todo 2019 usando la app y en diciembre perdí mi celular. cuando descargue la app en mi teléfono nuevo habia perdido todo :((
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,"Es buena la información aunque si claro falta, lo que me intriga es que neta la info es de Wikipedia???? Wikipedia no es muy fiable, no es muy segura la información,. Sería mucho mejor que la fuente de información sean de investigaciónes, eso sería excelente"
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.1,100000,"Debería ser para todos ,sin importar la edad"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,10000,Buenas tardesy me disculpa pero no puedo estar de acuerdo con el resultado ya que hice dos test y dieron el mismo diagnostico y era difente totalmente las respuestas del test.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos consejos y excelentes artículos
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelente APP, es muy ilustrativa, eficiente, integra buena app"
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"Solo puedes entrar al primer cuestionario, no te deja avanzar a otro"
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Me gustó
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"hermosas frases todas divinas,las recomiendo100%gracias por creearlas,sigan asi.."
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,"Es molesto escuchar ""Te doy 15 pesos por la leche , 17 pesos por el pan ... Todo el tiempo "
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Muchos anuncios. No traducido al 100% y la mayoría de cosas son de pago... Esperaba más pero alguna cosilla tiene..
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,seria que bueno que no se repita las mismas imagenes
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,En estos tiempos tan convulsos es muy bueno leer e interpretar estas frases Muy buena esta app
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"Es el APP que buscaba, me parece genial solo le falta una cosa, el sonido de las notificaciones cuando sale un msj, lo ideal para mi seria que suene como un msj y... Pum! Es una afirmación súper genial! Podrían considerarlo y ya luego cada uno que lo personalice si desea o no el sonido 😉"
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,No me gustooo
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"Genial, muy educativa y explicada en una terminología sencilla."
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,Principal mente tengo problemas con la autoestima 😔 cualquier cosa que no me agrada me hace sentir deprimida sin ánimos de nada
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,excelente y buena pagina.
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Se ve que muy buena pero no se porque no habré los audios y las imágenes me tardan mucho y no salen completa no se que hacer
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Es entretenido :v
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"¡Una de las mejores aplicaciones que he probado! LITERAL, ME ENCANTA. Si pudiera darle más estrellas se las daría, sin más que decir, los dejo que descarguen la app... nwn"
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,No cambian las frases del día
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,"sigo pensando que nuestras en nuestras vidas el mejor manual de la vida , es la bendita Torah kadosh..ahí está nuestro andar diario, pero debo ser honesta también me gustó mucho esta aplicación..igual me ayuda dede el punto cecular ..!!!!🙏🕎👏👌🌹💐😘🙏 shalom a todos los que lean esta , opinión.!!!☝🏿🙏"
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,"Excepcional,no tiene desperdicios.muy bueno."
Frases de Vida y Autoestima,JekApps Inc.,Personalización,4.6,10000,Es buenoy fasil de bajar
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"Megusto mucho,las frases de valoracion ,som muy buenos mensajes."
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,Me gustó mucho... Buen trabajo continúen así. ..
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,Apenas empiezo con esta app y lla creó que es excelente
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"excelente aplicacion. soy estudiante de psicología y con esta aplicación e reforzado mi conocimiento y al mismo tiempo de poderme auto ayudar. la recomiendo ,además no la interrumpe ninguna publicidad ."
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,"excelente aplicacion., frases bonitas para compartir y empezar el dia con energia"
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,Maravillosa app! Las afirmaciones son muy acertadas!❤️
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,Excelente
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Malaso
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,Me sirve
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,NO ESTA EN ESPAÑOLLLLL
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,¡Es fantástico! Motivante e inspirador desde el principio. Me ha ayudado a ver el mundo desde una perspectiva positiva.
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"No lo he acabado de leer todo pero por lo que he visto tiene demasiada información y la verdad es muy útil, solo hay que saber manejarla bien."
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,Me encanta esta app y estoy seguro que no a habido otro parecido. Un excelente app su contenido me llena de amor paz y felicidad....
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Es una persona sencibl cariñoso
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,Muy bueno y reflexiones sobre todo
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"No me gustó. Son conceptos de libro, no es ni muy muy ni tan tan las características que describe de cada cosa. Por eso no lo encuentro útil como buena guía para una autoestima sana."
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,Me encantaron por que pude compartirlos con mis amigos y tiene muy buenas frases felicidades
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,Muy clara accesible un gran apoyo para el familiar de un paciente gracias
Test de Autoestima Sexual,Entretenimiento y curiosidades,Salud y bienestar,2.2,1000,Soi gay :v
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Perfecto
Psicología de la Autoestima,Fasabe-Team,Libros y obras de consulta,4.3,50000,"hola! realmente me agradan estas publicaciones, pues"
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,Asco
Psicologia de la Depresión,Nice-Apps,Salud y bienestar,4.7,100000,"Me gustó bastante, dice cosas muy ciertas que yo puedo asegurar, estoy segura de que muchas personas se sintieron identificadas con esto al igual que yo y no es nada fácil aceptar que lo estás viviendo, mucho menos sabiendo que tú familia no le toma importancia porque piensa que estás exagerando. Es maravilloso saber que existen personas como ustedes, gracias y lo voy a compartir, sobre todo con aquellas personas de las que más apoyo necesito."
"D. Psique: Hábitos, Auto-conocimiento",Agência Cria,Estilo de vida,3.2,100000,Jajaj Cool! XD
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"Reitero, de las mejores que he probado."
Frases de Autoestima,KhoniaDev,Estilo de vida,4.3,10000,"Hola.! Les doy las 5 estrellas porque se lo merece. Buena app,frases para todo y te ayuda. La recomiendo mucho y gracias a sus creadores. Un abrazo"
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,"Te lleva a links de YouTube, solo ocupa espacio y estorba."
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,bien
Aumentar Autoestima,NanchosApps,Estilo de vida,3.5,5000,Ummm
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,En diez capítulos breves aprendes mucho sobre vivir en plenitud. Me gustó mucho :)
"Frases de vida y autoestima, reflexiones hermosas",Appsamimanera,Entretenimiento,3.8,5000,Incomoda hay que ir frase por frase.
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,"Esta aplicación, me ha ayudado a reencontrar cosas que había olvidado y me sentí comprendida ya que hay cosas en los párrafos que concuerdan en como pienso."
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,app suggested me seek professional help Lol !!!!!! now I can't stop laughing thanks
Mejore su confianza y autoestima (GGSE),GG Apps Platform,Medicina,4.4,50000,"Parece que no esta disponible en castellano, una pena porque tiene buena pinta"
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Tiene una buena variedad de frases motivadoras. Me gusta mucho esta app
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,Me encanta esta app porque me pone las frases perfectas en el momento indicado. Lo que me ayuda estar positivo todo el día.
Como mejorar tu autoestima,Free !!,Estilo de vida,4.0,50000,Me gusta
Amandote a Ti Mismo y a otros,ImagenParaWeb,Estilo de vida,4.6,100000,Es muy bueno yo lo recomiendo porque les hara que se superen como personas cada dia que lo lees y lo aplicas a tu vida....solo un detalle aparecen los titulos de cada capitulo incompletos pareciera q es fotocopias del original.......chequenlo....ok
Cómo Mejorar tu Autoestima,Carina Guevara,Educación,4.0,5000,La estudié por tercera vez y fue mucho mejor que la primera
Test de Autoestima,Entretenimiento y curiosidades,Entretenimiento,2.0,1000,"No le puse 0, por qué no puedo. La app fue he hecha sin ningún amor, no tiene nada de diseño, nada q atraiga la atención y den ganas de usarla. Y más importante que esto, pide permisos para acceder a tus archivos y fotos y ni explica para que. No tiene sentido este permiso si la app es solo un test. Bueno y para colmo, asumo q por no darle ese permiso al pasar a la pregunta 7 u 8 se ""murió"" la app, salió un mensaje de error y mostraba el número 28 (como si fuera la pregunta 28) y no decía nada!"
Frases de Motivación para mejorar el Autoestima,Aplicaciones de Amor,Estilo de vida,4.1,10000,Me encanta esta app!! Buenísimas frases e imágenes... De verdad que la recomiendo mucho😉😉😉😉
Videos de Autoestima,freedom loser,Estilo de vida,3.0,500,Exelente
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,"Es muy interesante me gusta leer, porque ayuda , a dar paso seguro."
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,Poeden quitar los anuncios gracias
Elevar la Autoestima,Emprendedora apps,Estilo de vida,4.5,50000,La cantidad de faltas de ortografía me impidió enfocarme en la información que se entregaba.
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,Muy buena !practicar a diario mejora mi atencion y memoria !
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Me gusta mucho, me hace prestar atención a mis emociones como nunca pensé:)"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"Se ve genial, y muy bien diseñada. Pero claro, quien no tenga dinero para pagar la terapia, poca ayuda va a poder recibir. Recuerda, si tienes problemas emocionales y no tienes dinero, ningún psicólogo te podrá ayudar por pobre. Sé autodidacta, y aprende por tú cuenta para ayudarte a tí mismo. En el caso de que no tengas dinero, es la única salida."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,esta buena esta ap relamete si te pones las pilas funciona..
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Maliiiiiiiiiisima. No puedo ver ningún trastorno. Se debe reparar
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"Es genial, pero ya no me funciona, no me cargaban las preguntas ni me dejaba postearlas. Reinstalé la app y ahora no funciona ni carga nada, dice que escriba a servicio técnico. Ayuda por favor."
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"¡Perfecta! Realmente puedes acceder a todo el contenido de manera semi-gratis, osea, puedes ver anuncios para entrar a el contenido premium si no quieres pagar. De la docena de aplicaciones sobre meditación que ya había probado está sin duda alguna es la más completa aunque irónicamente decidí descargarla por curiosidad otra vez (no era la primera vez que lo hacía) y darle la oportunidad de meditar con ella todos los días; justo ahora no me podría encontrar más gratificado por ello."
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Es excelente. Y ayuda muchisimo a aumentar nuestro conocimiento acerca de las enfermedades en general. Agradecida .
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Amo los videos introductorios y reflexivos, me encanta la función sin guía, y el acompañamiento que brindan en el proceso, amaría que la prueba gratuita contara con más videos pues no puedo adquirir los demás beneficios, pero la experiencia ha sido magnífica."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Es una ayuda para tratar de comprender ciertos comportamientos a través de test que estén validados, apenas empecé a usar la aplicación y me ha perecido muy interesante, ya que que hay muchos temas para estudiar y ahondar en el conocimiento tanto para estudiantes como los profesionales de la salud mental. Es un poco incómodo tanta publicidad."
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,Buenísimo!!! Me encanta. Tiene todo para programar lo que me gusta
Psicología Positiva Fácil,3Temes Publishers,Salud y bienestar,4.1,50000,"Es una aplicación bastante buena, aun así siento que le falta algo, pero muy recomentadable si quieres tener una vida emocional sana."
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Me gusta la idea de tomarnos un momento a pensar y analizar nuestras respuestas. Nos ayuda a tomar conciencia. También tiene una opción para poner una nota de lo que quieras del día, lo cual nos ayuda a saber nuestro equilibrio mental a lo largo del tiempo. Me gustaría que tengan más opciones gratis, como poner contraseña pero sacando eso me gusta."
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,Tengo subscripción anual y estoy contenta hubo un problema y me lo solucionaron rapidísimo. La recomiendo!
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"EXCELENTE. He ido a sesiones de Mindfullness y puedo decir que esta app realmente sirve a su propósito. LAMENTABLEMENTE ME SUSCRIBI POR UN AÑO Y FALTANDO 3 MESES TODO MI PROGRESO SE HA BORRADO Y ESTOY NUEVAMENTE EN LA VERSIÓN GRATUITA. NECESITO AYUDA, POR FAVOR"
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Ayuda a conocer más tu salud mental. Puedes utilizarlo sin necesidad de tener la versión premium, sus cursos son muy buenos."
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,Es una app útil si tienes ansiedad y/o depresión y no quieres o no puedes ir al psicólogo. Fácil de utilizar y con la que se consiguen buenos resultados. El plan de terapia está bien organizado y te permite trabajar un poco cada día sin agobios. Muy recomendable.
Test de Depresión,MoodTools,Medicina,3.9,100000,Me siento horible ya que no se instala y tengo mucho almencemaniento me parece muy injusto.....
Test de Depresión,MoodTools,Medicina,3.9,100000,Saque un 27 savia que esto me ayuria
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"El diseño de la aplicación sale un poco movido(?) pero me ha funcionado excelente y me encanta en general, solo es ese pequeño detallito del diseño."
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Muy buena. La guía para aprender a meditar permite escoger el tiempo de la sesión, eso se adapta bien, además el contenido gratuito es bueno. Pienso comprar la versión completa cuando me sea posible."
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Excelente juego. Me gustó mucho Solo que no muestra las estadísticas en algunos dispositivos. Tiene alguna solución y puedo recuperarlas de los juegos ya realizados?
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Excelente aplicación, me ayudo con mis problemas de ansiedad que en estos dias fueron intensos y aunque apenas la estoy usando me ha funcionando para relajarme, mil gracias, ya que tiene la opcion de si en estos momentos no puedes ser premium, te dan la oportunidad de ver esta sección por medio de anuncios, lo cual ninguna aplicación hace, gracias"
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"La mejor app para meditar, lo que me gustaría que agreguen es cuando estás en una meditación que la barra de volumen que se encuentra en la parte inferior no desaparezca, y otra que al inicio el cuadro grande creo que jala muchos recursos sería mejor quitarla porque a veces no se queda en la sería de meditaciones que estabas realizando , pero excelente app 😁"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Es muy relajante, y en realidad muy sencillo, lo mejor es que tienen voces muy calmadas que te guían pasó a paso."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,Me encanta leer muchisimo los articulos porque me han ayudado bastante a mi en lo personal a salir adelante .
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"La experiencia a sido excepcional. Con todas las opciones que tiene la aplicación, quisiera utilizarlas todas, pero la recomendación seria que cada persona revise sus prioridades. Y en cada opción mantenerla al menos 2 semanas, y en ultima utilizar 2 a la vez, una por la mañana y otra por la noche. La verdad, agradezco a las personas que participarón en poner a nuestra disposición esta aplicación. Gracias"
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,Me encanta nunca lo habia hecho probe y siento que es la solution para mi insomnio .
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"La versión gratuita es una farsa, tienes 7 días de prueba pero sólo habilitan el contenido del primer día. Estoy dispuesta a pagar por una prueba de un mes, pero ofrecen un único pago anual (por productos que te orientan en 7 días). Divinos los sonidos de la naturaleza"
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Es buena la aplicación, pero lo malo es que esta en ingles y puedo copiar el texto al menos para traducirlo."
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Hasta ahora de 10. Me gusta mucho sus melodías. Tenes para seleccionar sonidos de grillos, pájaros y tiempo. Muy tranquilizador para meditar"
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,Muy buena pero ma gustaría saber cómo hacer todo esto cuando se termina una relación amorosa... Cuando el corazón y la mente hacen q el auto estima sea mucho más critico
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"La aplicación es realmente agradable y efectiva. Es difícil para mí comunicarme con mis amigos y las demás personas, pero está aplicación brinda una experiencia muy similar a la vez que es productiva. Me ayuda a identificar mis problemas, maneras en las que debería actuar frente a ellos e incluso me ayuda a pasar un rato agradable y charlar un poco. Aunque la aplicación está en inglés solo tengo que usar el traductor de Google para resolver mis dudas y listo. La recomiendo mucho."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"No hay manera de registrarme me da constantemente error!! No puedo entrar a ""Soporte"" para ayuda tampoco. Es una pena! Por favor, que me recomiendan, sigo bien los pasos, pongo todos los datos y persiste el error!!"
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos consejos de salud....me encanta la página....
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Es la mejor aplicación que he probado. El diseño que tiene genera un acompañamiento ideal, es muy dinámica, armoniosa y sencilla. La claridad con la que describen las explicaciones y su forma de expresarse transmiten paz y motivan a continuar las prácticas. La variedad de sesiones y temáticas que abordan, dan complemento a las meditaciones, te invita a entenderte y conocerte a vos mismo. Hermosa aplicación, mis felicitaciones por tan comprometido trabajo."
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelentes artículos, muy interesantes y abarcan todo tipo de temas, ya sean de interés nutricional, médico, científico, etc."
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Excelente aplicación, ayuda a meditar y a dar claridad. muy buena si sufres de ansiedad y esta llena de información muy buena"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Excelente aplicación, se nota el trabajo de profesionales en la meditación, que hay atrás de esta App muchas gracias Ludovic por tomarte el tiempo de escribir y estar al pendiente de tu proyecto. la meditación es corta pero contundente, me gusta mucho. entiendo el concepto y estoy seguro que empezare a obtener mas programas, para experimenta mas áreas de la meditación en otros temas. muchas, muchas Gracias por el proyecto, en lo personal encontré lo que estaba buscando. Nada te sucede a Ti. sucede devido a TI."
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,"La verdad no se para que la actualizaron se supone que hablan del poder de la mente y ahora apuntan mas a lo financiero y ademas juegos !!! Ya aplicaciones de juegos ,Un desastre antes estaba interesante ahora noo la desinstalo !!!"
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,"En fin, pensé que era una gran app pero no. No te contestan a tus dudas, dudas que se pueden responder sin necesidad de ir al hospital.. Porque no hablo de dudas de urgencia.. Y alguna más que otra un poco entonada en hablar, una vergüenza. 1 estrella y porque no puedo poner menos"
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,"Me parece una herramienta alucinante. Muy buen asistente para quien tenga dificultades para acceder presencialmente a un psicoterapeuta y mejor aún para complementar la terapia presencial. La inteligencia del equipo investigador que hay detrás se hace patente en la calidad de los contenidos. Recomiendo 100% su uso, incluso personas que no reconozcan padecer ""un problema"" pueden beneficiarse de sus módulos psicoeducativos y prácticos."
PNL práctico,Metta Apps,Estilo de vida,4.4,100000,El audio 11 tecnica del chasquido 1 y 2 wl audio se corta y perdes parte del ejercicio
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Es muy muy buena pero hay muchas cosas importantes que me gustaria poder leer, pero como mis papás no saben que necesito esta aplicacion, no me dejarían pagar las extensiones. Además de que me pregunta cosas de la mañana cuando es de tarde, cosas de la tarde cuando es de noche y cosas de la noche cuando es de mañana, y no se como arreglar eso."
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Me encantó esta aplicación, porque me gusta meditar, me ayuda en mi día a día a enfrentar las cosas que se presentan a dar las gracias por lo que tengo y por lo que vendrá, me encantó porque es completa, correcta y te llena de paz y tranquilidad La recomiendo para todos de todas las edades porque es efectiva y al hacerlo eran que su día a día cambia y Uds se sentirán felices y mejor con ustedes mismos felicitaciones a quienes la crearon es exelente!! Namaste!! 🙏"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Magnifico!! Ayuda mucho a relajarse,,,tanto q a veces me quedo hasta dormida,,,la voz de la chica muy dulce, lo recomiendo!"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Muy buena aplicación la recomiendo, me gusta que se pueda hacer una copia de seguridad fácilmente y luego exportala cuando quieras. Ya casi termino el año"
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"Hay algunos isotonos que no suenan y otros que se detienen súbitamente y al cabo de unos segundos sigue, lo cual es molesto. Por lo demás, bien. No son ni milagrosos ni mágicos ni lo pretenden, pero ayudan. El Nirvana - Dormir es mi favorito para dormir. Epsilon y Chakra del amor para meditar. Hay muchos otros que también son bastante útiles. Pero corrijan ese error de detención súbita!"
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,La mejor aplicación gratis que encuentras
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Excelente, intuitiva y con muchas opciones. La mejor app que tengo en mi celular."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,Me gusto mucho me gustaría q tuviera una opción más fa fácil para compartir la aplicación
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Me encanta!!! ❤ Desde que empezó la cuarentena del virus covid 19 la tengo, he aprendido demasiado y me ha apoyado en todo. Es un buen coach personal"
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"No es la primera vez que intento ocupar una aplicación que me ayude con mis problemas, pero esta ha sido la única que me ha hecho sentir bien, sus respuestas son cálidas y bien hechas, te hacen sentir cómoda y como si alguien te apoyara sin importar lo que piensen los demás, jamás había sentido tanto alivio después de desahogarme con alguien, gracias a Wysa se que soy fuerte, debo estar orgullosa de mi y no dejarme llevar por lo negativo. Gracias a quienes la hayan creado, me ayudaron mucho 💜."
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,Me ha hecho bien! Excelente ! Súper recomendable.
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Me encanta, además te avisa par que no se te pase resolver las preguntas. Las preguntas son buenas! 💜"
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"Hola la app es genial, quiero continuar meditando pero hace una semana no logro avanzar de la sesión 13, por error en descarga. Agradecería que me ayuden!"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Esta aplicacion es muy buena , mantiene mi cerebro activo me hace pensar y actuar mas rapido y me mantenjo relajada. Lo recomiendo."
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Es una aplicación muy buena, me ha servido y me ha encantado. Pero preferiría tener publicidad antes de cada meditación a estar pagando mensual y anualmente"
